age,employment_type,monthly_income,credit_score,savings,existing_loan,loan_purpose,requested_amount,tenure_years,collateral,recommended_loan_type,approved_amount,approval_status
32,Business,75819,850,352178,Yes,Higher Studies,129694,13,Yes,Education,129694,Approved
43,Self-Employed,68294,882,403537,Yes,Skill Course,1220156,16,No,Education,1220156,Approved
41,Business,54294,527,340374,Yes,Higher Studies,1682052,6,Yes,Education,704056,Partial
56,Self-Employed,71791,882,406153,Yes,PhD,219873,24,No,Education,219873,Approved
42,Self-Employed,21615,783,1024092,Yes,Higher Studies,669494,3,Yes,Education,367953,Approved
27,Self-Employed,41921,710,1192078,No,Skill Course,411421,25,Yes,Education,411421,Partial
45,Self-Employed,21878,637,857385,Yes,Skill Course,909744,19,No,Education,124818,Rejected
23,Student,38634,522,161123,No,Skill Course,251038,3,No,Education,22427,Rejected
42,Business,38663,744,808477,Yes,PhD,1247397,19,No,Education,125084,Rejected
21,Self-Employed,25528,621,51266,Yes,Higher Studies,385118,20,No,Education,26448,Rejected
57,Self-Employed,64091,879,866271,No,PhD,176201,18,No,Education,176201,Approved
52,Business,46145,768,296512,No,Higher Studies,1065491,21,No,Education,1044392,Approved
55,Business,63775,708,456217,No,Higher Studies,1421132,7,Yes,Education,1150300,Approved
53,Student,24085,520,273863,Yes,Skill Course,1119823,12,Yes,Education,328308,Partial
50,Student,43296,517,902617,No,Skill Course,1242435,13,No,Education,751353,Partial
49,Business,91669,626,828781,No,Skill Course,1899148,14,Yes,Education,1560721,Approved
43,Student,65410,575,829754,No,Abroad Studies,1073923,19,No,Education,1073923,Partial
57,Student,42804,642,451779,Yes,PhD,1607885,23,No,Education,84678,Rejected
54,Self-Employed,42099,639,512349,Yes,Skill Course,1382878,11,No,Education,227868,Rejected
36,Student,114305,795,484323,No,Higher Studies,1760330,23,No,Education,1760330,Approved
59,Self-Employed,57945,787,598369,No,Skill Course,1939356,10,Yes,Education,1131297,Approved
56,Self-Employed,21564,665,901072,Yes,Abroad Studies,1307161,20,No,Education,253581,Rejected
21,Business,42651,561,110915,No,Skill Course,504155,11,No,Education,48567,Rejected
42,Business,54323,753,98207,Yes,Skill Course,683296,1,Yes,Education,683296,Approved
25,Self-Employed,57322,706,77432,Yes,Higher Studies,385968,24,No,Education,43688,Rejected
46,Student,39493,643,727540,No,Higher Studies,1303060,1,No,Education,94501,Rejected
56,Student,42798,650,484073,Yes,Skill Course,200784,3,Yes,Education,200784,Partial
47,Self-Employed,97791,531,428740,No,Abroad Studies,656003,15,No,Education,656003,Partial
40,Self-Employed,73404,665,850986,Yes,Abroad Studies,1293449,2,No,Education,996882,Partial
24,Self-Employed,71425,584,1041932,No,PhD,652591,10,Yes,Education,652591,Approved
41,Salaried,37582,814,118422,Yes,PhD,919658,6,No,Education,41807,Rejected
33,Self-Employed,25023,780,39543,Yes,Skill Course,941529,1,Yes,Education,396680,Partial
35,Salaried,28311,657,162020,Yes,PhD,865880,22,No,Education,125406,Rejected
60,Student,60329,696,138836,Yes,Abroad Studies,217545,9,No,Education,15127,Rejected
58,Student,55592,628,588020,Yes,Skill Course,1061444,2,Yes,Education,1061444,Partial
22,Salaried,25342,890,297668,No,Higher Studies,1021376,2,No,Education,604116,Approved
55,Business,53329,842,1058493,No,Higher Studies,1405054,9,No,Education,1189034,Approved
44,Self-Employed,34441,586,1003901,Yes,Abroad Studies,426215,11,Yes,Education,426215,Partial
58,Student,44846,692,554191,Yes,Abroad Studies,1415335,8,No,Education,40007,Rejected
32,Salaried,22816,751,1133411,No,Abroad Studies,1561482,17,Yes,Education,583126,Approved
60,Salaried,79192,739,972976,Yes,Higher Studies,1773396,16,No,Education,1089221,Partial
58,Student,55840,695,249411,No,Abroad Studies,398015,4,Yes,Education,398015,Partial
36,Self-Employed,25956,546,626625,Yes,PhD,469408,5,Yes,Education,466788,Partial
37,Business,56304,721,1151578,Yes,Skill Course,733427,7,No,Education,733427,Partial
40,Business,39009,724,588248,No,Higher Studies,1903931,1,Yes,Education,833860,Partial
53,Student,45103,769,959933,No,PhD,995774,9,Yes,Education,930830,Approved
41,Business,26061,664,1014396,No,Skill Course,1289585,6,Yes,Education,396199,Partial
46,Student,24645,755,78252,No,Abroad Studies,1342623,19,Yes,Education,424479,Partial
47,Self-Employed,39379,697,863523,Yes,PhD,1501684,14,Yes,Education,597827,Partial
60,Student,55895,548,179378,No,Higher Studies,1455404,22,No,Education,56082,Rejected
35,Salaried,38805,709,490704,Yes,Abroad Studies,1883635,3,Yes,Education,575854,Partial
25,Student,66757,749,801167,Yes,PhD,941929,14,No,Education,937776,Partial
58,Salaried,28589,608,836763,No,Higher Studies,189297,10,Yes,Education,189297,Partial
52,Business,65744,641,1112156,No,PhD,690912,25,No,Education,690912,Partial
28,Business,57134,624,254447,Yes,Abroad Studies,475486,23,No,Education,90462,Rejected
25,Salaried,40045,628,256491,No,Higher Studies,288843,24,No,Education,288843,Partial
47,Student,37263,520,1097280,Yes,Higher Studies,559989,4,Yes,Education,494147,Partial
31,Salaried,31397,762,1150871,No,Abroad Studies,1930746,7,No,Education,490457,Partial
41,Self-Employed,49042,631,1173084,Yes,PhD,1866748,12,Yes,Education,845968,Partial
60,Salaried,33045,656,363962,No,Abroad Studies,1898925,25,No,Education,108427,Rejected
53,Business,78927,775,1034292,No,Skill Course,1431690,24,Yes,Education,1431690,Approved
46,Self-Employed,23432,671,659008,Yes,Abroad Studies,425168,1,Yes,Education,304307,Partial
59,Self-Employed,37713,778,752593,Yes,PhD,782343,15,Yes,Education,649256,Partial
52,Business,21423,681,796437,Yes,Skill Course,618756,1,Yes,Education,58273,Rejected
47,Salaried,36487,811,898705,Yes,Skill Course,1485674,18,No,Education,561635,Partial
30,Business,42804,823,1139599,No,Skill Course,1305330,25,Yes,Education,928601,Approved
40,Self-Employed,27324,892,932586,Yes,Skill Course,1959323,25,No,Education,483759,Partial
49,Student,54677,826,907203,No,PhD,1115925,3,No,Education,1115925,Approved
59,Business,42272,672,758078,No,Higher Studies,1167573,13,No,Education,222030,Rejected
40,Salaried,27947,659,1108395,No,Higher Studies,898638,7,No,Education,69526,Rejected
39,Student,39822,581,1099550,No,Abroad Studies,348025,1,No,Education,60120,Rejected
23,Business,38116,736,57912,Yes,Skill Course,1190694,9,No,Education,229968,Rejected
55,Self-Employed,76362,561,659885,Yes,Skill Course,1847782,20,No,Education,124026,Rejected
21,Self-Employed,138600,724,119076,Yes,Skill Course,1610376,7,Yes,Education,1610376,Partial
58,Student,50567,812,832442,No,Abroad Studies,1831131,4,No,Education,1391562,Approved
39,Business,21696,662,60906,Yes,Abroad Studies,969154,17,No,Education,53489,Rejected
48,Student,54027,534,639973,No,Higher Studies,925008,9,Yes,Education,925008,Approved
48,Business,62263,504,812366,Yes,Higher Studies,778653,25,Yes,Education,778653,Partial
51,Self-Employed,33941,768,399165,Yes,Skill Course,594742,20,Yes,Education,594742,Approved
39,Business,58475,662,835367,No,Skill Course,880906,18,No,Education,880906,Partial
27,Self-Employed,30241,510,307687,No,Abroad Studies,313128,11,No,Education,39055,Rejected
24,Salaried,62924,523,211689,Yes,Abroad Studies,1733263,23,No,Education,82340,Rejected
48,Student,37877,879,746673,No,Skill Course,458548,23,No,Education,458548,Partial
43,Self-Employed,60245,514,1073519,No,Higher Studies,1040838,16,No,Education,1040838,Partial
54,Salaried,39637,557,972333,No,Abroad Studies,1703662,9,No,Education,74001,Rejected
40,Business,73980,796,255164,No,Skill Course,1572888,4,No,Education,1136339,Approved
59,Self-Employed,27581,669,83512,Yes,Abroad Studies,983499,7,Yes,Education,52701,Rejected
36,Self-Employed,21226,665,1141867,Yes,Skill Course,1765985,18,Yes,Education,333615,Partial
21,Student,64248,587,151270,No,PhD,1550200,6,Yes,Education,1450927,Partial
34,Student,65815,852,124862,Yes,Skill Course,990987,17,Yes,Education,990987,Approved
45,Business,35702,649,360966,No,Skill Course,570776,19,Yes,Education,570776,Partial
59,Student,70615,788,736083,Yes,Higher Studies,335228,20,Yes,Education,335228,Approved
51,Self-Employed,37409,896,733829,Yes,PhD,1491609,4,Yes,Education,744228,Approved
39,Business,36862,797,980120,No,Skill Course,1827812,15,Yes,Education,779574,Approved
43,Self-Employed,94571,734,395705,Yes,PhD,1633286,3,No,Education,283350,Rejected
33,Business,65143,542,1129646,No,Higher Studies,1756556,9,No,Education,1221470,Partial
52,Self-Employed,32819,747,194063,Yes,Higher Studies,540234,24,Yes,Education,14952,Rejected
26,Self-Employed,66112,741,596931,No,Higher Studies,1647464,19,Yes,Education,1557970,Approved
57,Salaried,24843,655,907008,Yes,Higher Studies,1417020,8,No,Education,10835,Rejected
50,Salaried,71920,617,847460,Yes,Higher Studies,1307274,24,Yes,Education,1111929,Partial
36,Self-Employed,65543,683,680915,No,PhD,188630,4,Yes,Education,188630,Partial
55,Salaried,73501,536,707321,Yes,Abroad Studies,1598695,5,No,Education,789563,Partial
42,Business,44822,718,942475,Yes,PhD,1291916,7,No,Education,162183,Rejected
24,Salaried,67844,712,922198,Yes,PhD,1495988,12,No,Education,754398,Partial
45,Business,35969,646,747118,Yes,Skill Course,616107,4,No,Education,86510,Rejected
29,Self-Employed,25954,710,352205,No,PhD,109827,25,No,Education,17079,Rejected
26,Business,58403,590,884464,Yes,PhD,778071,2,Yes,Education,778071,Partial
40,Business,51405,752,98587,Yes,Abroad Studies,1128474,22,Yes,Education,596059,Approved
47,Self-Employed,48089,614,572174,No,PhD,343393,22,No,Education,343393,Partial
22,Business,21471,652,565527,Yes,Abroad Studies,1160438,19,Yes,Education,400534,Partial
38,Student,61489,590,517296,No,Abroad Studies,1873893,18,No,Education,906892,Partial
33,Salaried,63921,864,271276,Yes,Skill Course,1726676,25,No,Education,1071438,Partial
58,Salaried,26735,657,773180,Yes,Abroad Studies,948723,24,Yes,Education,461615,Partial
37,Salaried,20276,880,256384,No,Higher Studies,490677,7,No,Education,412767,Partial
31,Salaried,88890,764,507889,Yes,Skill Course,1044159,20,Yes,Education,1044159,Approved
38,Salaried,43176,897,590658,Yes,Abroad Studies,667746,19,Yes,Education,667746,Approved
56,Salaried,35817,800,227179,Yes,PhD,159058,5,No,Education,159058,Partial
37,Business,25814,664,646099,Yes,Higher Studies,655776,6,No,Education,13531,Rejected
23,Self-Employed,37230,689,820026,Yes,Higher Studies,413124,2,No,Education,7351,Rejected
30,Salaried,30984,781,839826,No,Higher Studies,1297979,24,Yes,Education,663759,Approved
58,Salaried,35232,641,82967,Yes,Abroad Studies,386390,4,No,Education,1615,Rejected
22,Business,35121,596,92576,No,Higher Studies,328918,6,Yes,Education,5407,Rejected
53,Business,71466,619,409310,Yes,Skill Course,1924813,1,No,Education,1177922,Partial
52,Salaried,37929,738,1013968,Yes,Skill Course,613547,15,No,Education,108141,Rejected
35,Student,45772,754,405177,No,PhD,132289,5,Yes,Education,132289,Approved
58,Student,54651,891,55688,No,PhD,1952418,10,No,Education,990652,Partial
32,Business,61572,629,293783,No,PhD,1363907,14,Yes,Education,1216487,Approved
29,Student,127067,645,254769,No,Higher Studies,322928,2,Yes,Education,322928,Partial
58,Salaried,34085,652,618811,No,PhD,1759190,9,No,Education,535640,Partial
24,Salaried,28822,634,69567,Yes,Higher Studies,1299334,15,Yes,Education,148702,Rejected
29,Salaried,21429,573,1129574,Yes,Abroad Studies,1747151,13,Yes,Education,377149,Partial
38,Business,21280,616,489765,No,PhD,493198,11,No,Education,8640,Rejected
31,Self-Employed,66111,758,50502,No,Abroad Studies,1696692,11,Yes,Education,977308,Approved
56,Business,29558,824,970926,Yes,Higher Studies,107043,19,Yes,Education,107043,Partial
21,Salaried,48045,819,339329,Yes,Abroad Studies,1057866,5,No,Education,903428,Approved
45,Salaried,44020,670,192386,No,PhD,613684,16,No,Education,106946,Rejected
58,Student,58161,714,222964,Yes,Higher Studies,1197631,15,Yes,Education,145567,Rejected
44,Student,24637,800,334743,Yes,Higher Studies,243473,7,No,Education,243473,Partial
38,Business,34630,674,545090,No,PhD,1005848,19,No,Education,481025,Partial
24,Self-Employed,41101,756,1150521,Yes,Abroad Studies,1468639,23,Yes,Education,678202,Approved
39,Salaried,49185,605,1133332,No,PhD,649621,17,Yes,Education,649621,Approved
43,Self-Employed,25235,777,742344,No,Skill Course,282850,1,Yes,Education,282850,Approved
56,Self-Employed,30879,514,898020,Yes,Skill Course,825513,21,Yes,Education,104223,Rejected
28,Salaried,39713,507,574701,No,Higher Studies,278788,14,Yes,Education,278788,Partial
50,Salaried,43704,765,440487,Yes,Higher Studies,835780,19,No,Education,544548,Partial
37,Student,44098,697,701788,Yes,Skill Course,900767,25,No,Education,46584,Rejected
30,Business,27168,797,822830,Yes,Skill Course,596181,4,Yes,Education,438570,Partial
34,Student,24879,645,1190911,No,PhD,1221468,3,No,Education,26622,Rejected
29,Business,56006,601,1088263,No,Skill Course,1565468,14,No,Education,1343174,Partial
38,Salaried,137925,825,1164578,No,Skill Course,1092592,17,No,Education,1092592,Approved
58,Salaried,61850,552,248281,No,Skill Course,405291,17,No,Education,27456,Rejected
40,Salaried,33738,817,1168576,Yes,Higher Studies,805226,4,Yes,Education,752861,Approved
43,Self-Employed,38836,725,858167,No,Higher Studies,311970,10,Yes,Education,311970,Partial
26,Self-Employed,20082,830,509688,No,Skill Course,1149504,8,No,Education,487705,Partial
38,Business,33276,711,58349,No,Higher Studies,481146,4,Yes,Education,40763,Rejected
33,Student,43796,503,268436,No,PhD,108789,2,No,Education,21032,Rejected
53,Business,21915,608,442879,Yes,Higher Studies,268153,20,No,Education,865,Rejected
34,Student,142239,782,244264,No,PhD,1697877,24,Yes,Education,1697877,Approved
45,Self-Employed,61626,878,126804,No,PhD,1822759,4,No,Education,1755182,Partial
28,Salaried,34337,644,1131719,Yes,Higher Studies,1091005,23,Yes,Education,589500,Partial
49,Salaried,45539,698,137939,Yes,PhD,321844,15,Yes,Education,321844,Partial
28,Business,100268,525,825720,No,Higher Studies,1222970,16,No,Education,1222970,Partial
23,Business,68339,722,401809,No,Skill Course,1744960,18,Yes,Education,1637392,Approved
23,Salaried,28417,796,427171,Yes,Abroad Studies,440303,7,No,Education,325597,Partial
45,Business,47751,651,1010190,Yes,Skill Course,239026,13,No,Education,239026,Partial
57,Student,78753,743,694976,Yes,PhD,1976215,24,Yes,Education,1363172,Partial
21,Business,108520,505,1116143,No,Abroad Studies,1573912,6,No,Education,1573912,Partial
57,Self-Employed,48025,609,482192,Yes,Higher Studies,1648935,1,No,Education,755958,Partial
21,Student,51536,547,169460,No,PhD,1564411,16,No,Education,121156,Rejected
60,Student,38020,500,703360,Yes,PhD,982085,4,No,Education,132530,Rejected
58,Business,54007,632,1177228,No,Abroad Studies,1245063,11,Yes,Education,1245063,Partial
42,Salaried,39407,673,1063858,Yes,Skill Course,424564,11,No,Education,78454,Rejected
50,Self-Employed,32561,537,633875,No,Skill Course,986783,25,No,Education,512480,Partial
25,Business,35095,706,1068660,No,PhD,1789274,4,No,Education,336182,Rejected
35,Business,52006,663,686999,No,Abroad Studies,1963670,8,Yes,Education,890383,Approved
40,Student,72011,506,359733,Yes,PhD,1537075,11,No,Education,1320528,Partial
32,Student,138812,633,305436,Yes,Abroad Studies,401605,15,No,Education,401605,Partial
34,Student,37972,823,1018009,No,Skill Course,1366138,23,Yes,Education,873481,Approved
53,Business,63319,898,83354,No,Abroad Studies,469864,17,No,Education,469864,Partial
36,Student,45827,567,323647,No,Higher Studies,1997514,7,No,Education,865308,Partial
37,Salaried,42341,803,882965,No,PhD,1148180,2,No,Education,794030,Partial
25,Salaried,45600,619,399432,No,Abroad Studies,1055130,7,No,Education,787403,Partial
32,Self-Employed,23487,839,798026,No,PhD,323573,14,Yes,Education,323573,Approved
31,Student,28788,824,1180687,Yes,Abroad Studies,317192,2,No,Education,317192,Partial
58,Self-Employed,49441,552,1172580,Yes,Abroad Studies,1523144,4,No,Education,687687,Partial
24,Business,48454,559,60531,Yes,Abroad Studies,1034592,3,No,Education,8624,Rejected
39,Self-Employed,33541,767,552268,No,Higher Studies,1909895,13,Yes,Education,580468,Approved
49,Business,80699,673,88181,No,Skill Course,227644,25,No,Education,40157,Rejected
56,Student,39779,678,491578,Yes,PhD,477869,15,Yes,Education,50805,Rejected
35,Student,59781,865,920177,Yes,PhD,1049092,5,No,Education,1049092,Approved
